label,Date,CValue
Total,2004-03-31,[6.4028e+10]
Total,2005-03-31,[6.018e+10]
Total,2006-03-31,[5.5459e+10]
Total,2007-03-31,[9.0993e+10]
Total,2008-03-31,[9.4213e+10]
Total,2009-03-31,[3.20214e+11]
Total,2010-03-31,[3.35692e+11]
Total,2010-06-30,[-3.0571e+10]
Total,2010-12-31,[-2.4452e+10]
Total,2011-03-31,[3.24259e+11]
Total,2012-03-31,[3.69902e+11]
Total,2012-06-30,[-2.7145e+10]
Total,2013-03-31,[3.54108e+11]
Total,2013-12-31,[-2.2179e+10]
Total,2014-03-31,[2.8394e+11]
Total,2015-03-31,[2.74683e+11]
Total,2016-03-31,[2.3178e+11]
Total,2017-03-31,[2.28887e+11]
Total,2018-03-31,[2.06854e+11]
Total,2019-03-31,[2.34998e+11]
Total,2019-09-30,[7.723e+10]
Total,2020-03-31,[3.9887e+11]
Total,2020-06-30,[8.6073e+10]
Total,2020-09-30,[-9.6263e+10]
Total,2021-03-31,[3.79155e+11]
Total,2021-06-30,[-1.47592e+11]
Total,2021-12-31,[5.722e+10]
Total,2022-03-31,[3.12676e+11]
Total,2022-06-30,[-9.0693e+10]
Total,2022-09-30,[-3.3919e+10]
Total,2023-03-31,[1.97186e+11]
Total,2008-03-31,[5.7552e+10]
Total,2009-03-31,[8.0811e+10]
Total,2010-03-31,[8.4221e+10]
Total,2011-03-31,[9.1032e+10]
Total,2012-03-31,[9.9215e+10]
Total,2013-03-31,[1.00894e+11]
Total,2014-03-31,[1.04967e+11]
Total,2015-03-31,[1.00513e+11]
Total,2016-03-31,[1.06209e+11]
Total,2017-03-31,[9.9902e+10]
Total,2018-03-31,[1.21742e+11]
Total,2019-03-31,[1.32676e+11]
Total,2020-03-31,[1.86561e+11]
Total,2020-06-30,[-3.7266e+10]
Total,2021-03-31,[1.66273e+11]
Total,2022-03-31,[1.82496e+11]
Total,2023-03-31,[1.72012e+11]
Total,2008-03-31,[6.5683e+10]
Total,2008-12-31,[-2.1903e+10]
Total,2009-03-31,[6.1579e+10]
Total,2010-03-31,[6.1686e+10]
Total,2011-03-31,[7.5484e+10]
Total,2012-03-31,[8.2296e+10]
Total,2013-03-31,[8.3741e+10]
Total,2014-03-31,[7.9583e+10]
Total,2015-03-31,[7.7689e+10]
Total,2016-03-31,[7.5638e+10]
Total,2017-03-31,[7.845e+10]
Total,2018-03-31,[9.7201e+10]
Total,2019-03-31,[1.06649e+11]
Total,2020-03-31,[1.46251e+11]
Total,2020-06-30,[-2.1837e+10]
Total,2021-03-31,[1.34334e+11]
Total,2022-03-31,[1.59695e+11]
Total,2023-03-31,[1.47462e+11]
Total,2004-12-31,[5.5941e+10]
Total,2005-03-31,[7.8207e+10]
Total,2006-03-31,[9.0745e+10]
Total,2006-06-30,[-2.6587e+10]
Total,2007-03-31,[7.5385e+10]
Total,2008-03-31,[8.1707e+10]
Total,2008-09-30,[9.3078e+10]
Total,2008-12-31,[-2.7335e+10]
Total,2009-03-31,[1.31165e+11]
Total,2009-06-30,[-2.871e+10]
Total,2010-03-31,[9.9121e+10]
Total,2011-03-31,[8.6369e+10]
Total,2012-03-31,[9.4603e+10]
Total,2013-03-31,[1.33658e+11]
Total,2014-03-31,[1.35962e+11]
Total,2015-03-31,[1.61349e+11]
Total,2015-12-31,[-2.6103e+10]
Total,2016-03-31,[1.33016e+11]
Total,2017-03-31,[1.21943e+11]
Total,2018-03-31,[1.19161e+11]
Total,2019-03-31,[1.41354e+11]
Total,2020-03-31,[1.38096e+11]
Total,2020-09-30,[-2.106e+10]
Total,2021-03-31,[1.10899e+11]
Total,2022-03-31,[1.06582e+11]
Total,2023-03-31,[1.01065e+11]
Total,2020-03-31,[1.006839e+12]
Total,2020-06-30,[-4.0714e+10]
Total,2021-03-31,[9.64649e+11]
Total,2022-03-31,[1.027071e+12]
Total,2023-03-31,[1.094966e+12]
Total,2013-03-31,[5.38624e+11]
Total,2014-03-31,[5.49012e+11]
Total,2015-03-31,[5.953e+11]
Total,2016-03-31,[6.97847e+11]
Total,2017-03-31,[7.37453e+11]
Total,2018-03-31,[7.88655e+11]
Total,2019-03-31,[8.13191e+11]
Total,2019-06-30,[1.01803e+11]
Total,2013-03-31,[5.8446e+10]
Total,2001-03-31,[1.12394e+11]
Total,2002-03-31,[1.19955e+11]
Total,2003-03-31,[1.25789e+11]
Total,2004-03-31,[1.20623e+11]
Total,2005-03-31,[1.55364e+11]
Total,2006-03-31,[1.63635e+11]
Total,2007-03-31,[2.01767e+11]
Total,2008-03-31,[3.18384e+11]
Total,2009-03-31,[3.42167e+11]
Total,2010-03-31,[3.8414e+11]
Total,2010-06-30,[-4.8229e+10]
Total,2011-03-31,[3.90925e+11]
Total,2011-09-30,[-2.5237e+10]
Total,2012-03-31,[3.45997e+11]
Total,2013-03-31,[3.71104e+11]
Total,2013-06-30,[-3.8195e+10]
Total,2013-12-31,[-3.0644e+10]
Total,2014-03-31,[3.27109e+11]
Total,2015-03-31,[3.10902e+11]
Total,2015-06-30,[-5.0052e+10]
Total,2015-12-31,[-2.1162e+10]
Total,2016-03-31,[2.54335e+11]
Total,2017-03-31,[2.53628e+11]
Total,2018-03-31,[2.70395e+11]
Total,2019-03-31,[2.84334e+11]
Total,2020-03-31,[3.66656e+11]
Total,2020-06-30,[-2.1236e+10]
Total,2021-03-31,[3.87887e+11]
Total,2022-03-31,[4.33903e+11]
Total,2023-03-31,[4.29267e+11]
Total,2011-03-31,[8.1147e+10]
Total,2011-06-30,[7.5353e+10]
Total,2011-09-30,[-7.4265e+10]
Total,2012-03-31,[7.7939e+10]
Total,2013-03-31,[2.31221e+11]
Total,2013-09-30,[7.4224e+10]
Total,2013-12-31,[-6.4601e+10]
Total,2014-03-31,[3.33227e+11]
Total,2014-12-31,[7.8296e+10]
Total,2015-03-31,[4.66776e+11]
Total,2015-06-30,[-1.25301e+11]
Total,2015-12-31,[-3.892e+10]
Total,2016-03-31,[3.19259e+11]
Total,2016-06-30,[-3.1661e+10]
Total,2016-09-30,[6.3755e+10]
Total,2016-12-31,[-4.4142e+10]
Total,2017-03-31,[4.11182e+11]
Total,2017-12-31,[-2.9036e+10]
Total,2018-03-31,[3.42435e+11]
Total,2018-12-31,[-1.27022e+11]
Total,2019-03-31,[2.19419e+11]
Total,2019-06-30,[-8.1175e+10]
Total,2020-03-31,[1.99542e+11]
Total,2020-06-30,[1.24633e+11]
Total,2021-03-31,[4.84163e+11]
Total,2021-09-30,[7.9843e+10]
Total,2021-12-31,[-2.4103e+10]
Total,2022-03-31,[5.32233e+11]
Total,2022-06-30,[-8.1965e+10]
Total,2022-09-30,[-2.1272e+10]
Total,2022-12-31,[-8.5473e+10]
Total,2023-03-31,[3.20414e+11]
Total,2010-03-31,[5.7976e+10]
Total,2011-03-31,[9.4917e+10]
Total,2012-03-31,[1.14834e+11]
Total,2013-03-31,[1.75985e+11]
Total,2013-06-30,[-3.4063e+10]
Total,2014-03-31,[1.72552e+11]
Total,2015-03-31,[2.31518e+11]
Total,2016-03-31,[2.52937e+11]
Total,2017-03-31,[3.11749e+11]
Total,2018-03-31,[2.89456e+11]
Total,2019-03-31,[2.80387e+11]
Total,2020-03-31,[3.93487e+11]
Total,2021-03-31,[4.52773e+11]
Total,2022-03-31,[4.87335e+11]
Total,2022-09-30,[-3.3364e+10]
Total,2023-03-31,[4.4132e+11]
Total,2005-03-31,[5.6717e+10]
Total,2006-03-31,[6.015e+10]
Total,2007-03-31,[6.214e+10]
Total,2008-03-31,[6.5014e+10]
Total,2009-03-31,[6.0207e+10]
Total,2010-03-31,[7.4083e+10]
Total,2011-03-31,[1.15312e+11]
Total,2012-03-31,[1.36014e+11]
Total,2013-03-31,[2.00061e+11]
Total,2013-06-30,[-3.6811e+10]
Total,2014-03-31,[1.97866e+11]
Total,2015-03-31,[2.59284e+11]
Total,2016-03-31,[2.8241e+11]
Total,2017-03-31,[3.46697e+11]
Total,2018-03-31,[3.27746e+11]
Total,2018-09-30,[-2.1114e+10]
Total,2019-03-31,[3.20004e+11]
Total,2020-03-31,[4.36889e+11]
Total,2021-03-31,[5.0785e+11]
Total,2022-03-31,[5.51067e+11]
Total,2022-06-30,[-2.128e+10]
Total,2022-09-30,[-3.4707e+10]
Total,2023-03-31,[4.99447e+11]
Total,2001-03-31,[1.05247e+11]
Total,2002-03-31,[1.17213e+11]
Total,2003-03-31,[1.47294e+11]
Total,2004-03-31,[1.7889e+11]
Total,2004-12-31,[1.304e+11]
Total,2005-03-31,[3.22055e+11]
Total,2006-03-31,[3.57526e+11]
Total,2007-03-31,[3.80406e+11]
Total,2008-03-31,[4.22921e+11]
Total,2008-09-30,[2.12143e+11]
Total,2009-03-31,[5.77322e+11]
Total,2009-06-30,[-2.8476e+10]
Total,2010-03-31,[5.62359e+11]
Total,2011-03-31,[5.86767e+11]
Total,2012-03-31,[7.06457e+11]
Total,2013-03-31,[7.08428e+11]
Total,2014-03-31,[8.10091e+11]
Total,2015-03-31,[8.56203e+11]
Total,2015-06-30,[-3.1533e+10]
Total,2016-03-31,[8.54998e+11]
Total,2017-03-31,[9.19176e+11]
Total,2018-03-31,[9.61012e+11]
Total,2019-03-31,[9.75274e+11]
Total,2020-03-31,[1.102286e+12]
Total,2020-06-30,[1.35978e+11]
Total,2020-09-30,[6.1506e+10]
Total,2020-12-31,[7.161e+10]
Total,2021-03-31,[1.478564e+12]
Total,2022-03-31,[1.650051e+12]
Total,2022-06-30,[-5.1376e+10]
Total,2022-12-31,[-5.7123e+10]
Total,2023-03-31,[1.544199e+12]
"Cash items in process of collection, unposted debits, and currency and coin",2001-03-31,[1.1962e+10]
"Cash items in process of collection, unposted debits, and currency and coin",2003-03-31,[1.1347e+10]
"Cash items in process of collection, unposted debits, and currency and coin",2004-03-31,[1.1772e+10]
"Cash items in process of collection, unposted debits, and currency and coin",2004-12-31,[8.373e+09]
"Cash items in process of collection, unposted debits, and currency and coin",2005-03-31,[2.2255e+10]
"Cash items in process of collection, unposted debits, and currency and coin",2005-09-30,[-3.801e+09]
"Cash items in process of collection, unposted debits, and currency and coin",2005-12-31,[6.641e+09]
"Cash items in process of collection, unposted debits, and currency and coin",2006-03-31,[2.3203e+10]
"Cash items in process of collection, unposted debits, and currency and coin",2006-12-31,[5.532e+09]
"Cash items in process of collection, unposted debits, and currency and coin",2007-03-31,[2.2102e+10]
"Cash items in process of collection, unposted debits, and currency and coin",2007-12-31,[7.711e+09]
"Cash items in process of collection, unposted debits, and currency and coin",2008-03-31,[3.0103e+10]
"Cash items in process of collection, unposted debits, and currency and coin",2008-06-30,[-1.0027e+10]
"Cash items in process of collection, unposted debits, and currency and coin",2009-09-30,[-3.57e+09]
"Cash items in process of collection, unposted debits, and currency and coin",2019-09-30,[-2.477e+09]
"Cash items in process of collection, unposted debits, and currency and coin",2020-03-31,[1.91e+10]
"Cash items in process of collection, unposted debits, and currency and coin",2020-06-30,[-3.125e+09]
"Cash items in process of collection, unposted debits, and currency and coin",2023-03-31,[1.8189e+10]
Balances due from banks in foreign countries and foreign central banks,2018-06-30,[1.03891e+11]
Balances due from banks in foreign countries and foreign central banks,2018-09-30,[1.4541e+10]
Balances due from banks in foreign countries and foreign central banks,2018-12-31,[-7.723e+09]
Balances due from banks in foreign countries and foreign central banks,2019-03-31,[1.20561e+11]
Balances due from banks in foreign countries and foreign central banks,2019-06-30,[1.0252e+10]
Balances due from banks in foreign countries and foreign central banks,2019-09-30,[-9.271e+09]
Balances due from banks in foreign countries and foreign central banks,2019-12-31,[-5.014e+09]
Balances due from banks in foreign countries and foreign central banks,2020-03-31,[1.69169e+11]
Balances due from banks in foreign countries and foreign central banks,2020-09-30,[8.431e+09]
Balances due from banks in foreign countries and foreign central banks,2020-12-31,[5.0781e+10]
Balances due from banks in foreign countries and foreign central banks,2021-03-31,[2.28077e+11]
Balances due from banks in foreign countries and foreign central banks,2021-06-30,[1.4494e+10]
Balances due from banks in foreign countries and foreign central banks,2021-09-30,[-2.5775e+10]
Balances due from banks in foreign countries and foreign central banks,2021-12-31,[3.892e+09]
Balances due from banks in foreign countries and foreign central banks,2022-03-31,[2.23145e+11]
Balances due from banks in foreign countries and foreign central banks,2022-06-30,[-2.907e+09]
Balances due from banks in foreign countries and foreign central banks,2022-09-30,[-3.574e+09]
Balances due from banks in foreign countries and foreign central banks,2022-12-31,[9.291e+09]
Balances due from banks in foreign countries and foreign central banks,2023-03-31,[2.31145e+11]
Balances due from banks in foreign countries and foreign central banks,2004-12-31,[1.067e+10]
Balances due from banks in foreign countries and foreign central banks,2005-03-31,[1.1266e+10]
Balances due from banks in foreign countries and foreign central banks,2005-06-30,[-1.1099e+10]
Interest-bearing balances,2012-03-31,[1.16651e+11]
Interest-bearing balances,2013-03-31,[2.58975e+11]
Interest-bearing balances,2014-03-31,[3.5587e+11]
Interest-bearing balances,2015-03-31,[4.85259e+11]
Interest-bearing balances,2015-06-30,[-1.14394e+11]
Interest-bearing balances,2016-03-31,[3.65092e+11]
Interest-bearing balances,2017-03-31,[4.63429e+11]
Interest-bearing balances,2018-03-31,[4.23406e+11]
Interest-bearing balances,2018-12-31,[-1.36073e+11]
Interest-bearing balances,2019-03-31,[3.2112e+11]
Interest-bearing balances,2019-06-30,[-7.5164e+10]
Interest-bearing balances,2020-03-31,[3.44668e+11]
Interest-bearing balances,2020-06-30,[1.28792e+11]
Interest-bearing balances,2021-03-31,[6.86681e+11]
Interest-bearing balances,2022-03-31,[7.29509e+11]
Interest-bearing balances,2022-06-30,[-8.5728e+10]
Interest-bearing balances,2022-12-31,[-7.9966e+10]
Interest-bearing balances,2023-03-31,[5.2619e+11]
Noninterest-bearing balances and currency and coin,2004-12-31,[1.4693e+10]
Noninterest-bearing balances and currency and coin,2005-03-31,[3.6236e+10]
Noninterest-bearing balances and currency and coin,2006-03-31,[3.5771e+10]
Noninterest-bearing balances and currency and coin,2007-03-31,[3.068e+10]
Noninterest-bearing balances and currency and coin,2007-12-31,[8.728e+09]
Noninterest-bearing balances and currency and coin,2008-03-31,[4.578e+10]
Noninterest-bearing balances and currency and coin,2008-06-30,[-1.4555e+10]
Noninterest-bearing balances and currency and coin,2008-12-31,[-2.712e+10]
Noninterest-bearing balances and currency and coin,2010-03-31,[3.068e+10]
Noninterest-bearing balances and currency and coin,2010-09-30,[-8.608e+09]
Noninterest-bearing balances and currency and coin,2011-09-30,[2.6365e+10]
Noninterest-bearing balances and currency and coin,2012-03-31,[5.3732e+10]
Noninterest-bearing balances and currency and coin,2012-06-30,[-1.0637e+10]
Noninterest-bearing balances and currency and coin,2013-03-31,[4.3326e+10]
Noninterest-bearing balances and currency and coin,2013-06-30,[-1.6524e+10]
Noninterest-bearing balances and currency and coin,2013-12-31,[9.362e+09]
Noninterest-bearing balances and currency and coin,2016-03-31,[1.7294e+10]
Noninterest-bearing balances and currency and coin,2019-03-31,[1.8184e+10]
Balances due from depository institutions in the U.S,2018-06-30,[4.2707e+10]
Balances due from depository institutions in the U.S,2018-09-30,[6.01e+09]
Balances due from depository institutions in the U.S,2019-03-31,[5.4306e+10]
Balances due from depository institutions in the U.S,2019-06-30,[-5.3294e+10]
Balances due from depository institutions in the U.S,2023-03-31,[5.107e+09]
Balances due from depository institutions in the U.S,2002-03-31,[3.093e+09]
Balances due from depository institutions in the U.S,2008-09-30,[5.153e+09]
Balances due from depository institutions in the U.S,2008-12-31,[1.3174e+10]
Balances due from depository institutions in the U.S,2009-03-31,[5.9e+09]
Balances due from depository institutions in the U.S,2009-12-31,[-3.022e+09]
Balances due from depository institutions in the U.S,2015-09-30,[4.087e+09]
Balances due from depository institutions in the U.S,2016-03-31,[3.3083e+10]
Balances due from depository institutions in the U.S,2016-09-30,[-7.802e+09]
Balances due from depository institutions in the U.S,2016-12-31,[8.223e+09]
Balances due from depository institutions in the U.S,2017-03-31,[3.4482e+10]
Balances due from depository institutions in the U.S,2017-06-30,[6.649e+09]
Balances due from depository institutions in the U.S,2017-12-31,[9.356e+09]
Balances due from depository institutions in the U.S,2018-03-31,[4.286e+10]
Balances due from depository institutions in the U.S,2018-09-30,[5.924e+09]
Balances due from depository institutions in the U.S,2019-03-31,[5.4275e+10]
